"doc_id","paragraph_id","chunk_id","chunk","text_id"
"file.pdf","Do experts have an advantage in naming basic smells and tastes?",34,"Do experts have an advantage in naming basic smells and tastes?
To further test the domain-specificity of linguistic descriptions of smells and tastes, we tested experts and novices on simple everyday odors (e.g., cinnamon, lemon) and tastes (e.g., sweet,
passen
doi:10.1371/journal.pone.0155845.g004
PLOSONE|DOI:10.1371/journal.pone.0155845 June 20, 2016
13 / 21
Experts ' Flavor Naming
Fig 5. Correct responses for smell and taste stimuli. There was no significant difference between groups in the percentage of correctly named smells or tastes. Error bars represent ± 1 standard error.
doi:10.1371/journal.pone.0155845.g005
sour), as well. We first consider whether there was a general expertise advantage for smells and then tastes.
Odor naming task. Length: Do experts give more concise descriptions for smell stimuli outside their domain of expertise? A one-way ANOVA comparing the different groups on the number of characters in the descriptions showed an effect of expertise F1 (2, 62) = 2.61, p = .082, η ² = .08, F2 (2, 27) = 12.71, p = .001, η ² = .59. Coffee experts gave the shortest descriptions ( M = 102, SD = 103); significantly shorter than wine experts ( M = 146, SD = 125) p = .002, d = .38, and novices ( M = 144, SD = 127), p = .012, d = .36. Wine experts and novices did not differ from each other, however, p > 0.5.","file.pdf~Do experts have an advantage in naming basic smells and tastes?~34"
"file.pdf","Do experts have an advantage in naming basic smells and tastes?",35,"Do experts have an advantage in naming basic smells and tastes?
Strategy: Odors were described differently depending on expertise, χ 2 (4, N = 1698) = 22.90, p < .001, Cramer ' s V = .08. Wine experts used more non-source-based terms z = 2.2, p = .015, while coffee experts used them less frequently z = -2.0, p = .025. In contrast, coffee experts used more source-based terms, z = 1.8, p = .036. In addition, coffee experts also used fewer evaluative terms z = -2.3, p = .010, while novices used more, z = 1.9, p = .029.
Agreement: Comparing agreement using Simpson ' s Diversity Index showed no significant effect for expertise in either first F (2, 29) = .90, p = .417, η ² = .06 or all responses F (2, 29) = 1.25, p = .302, η ² = .09.
Accuracy: We also compared the percentage of correct answers in the full descriptions. There was no difference between groups F1 (2, 62) = .07, p = .936, η ² = .01, F2 (2, 28) = .40, p = .677, η ² = .04 (see Fig 5).
Taste naming task. Length: There was a significant effect of expertise on length F1 (2, 62) = 3.24, p = .046, η ² = .10; F2 (2, 14) = 24.82, p = .002, η ² = .78. Wine experts ( M = 113, SD = 18) and novices ( M = 112, SD = 31) gave descriptions of the same length, p = .964, d = .01. However, coffee experts gave significantly shorter descriptions ( M = 67, SD = 19) than novices, p= .002, d = 2.51, and wine experts, p = .003, d = 1.76.
PLOSONE|DOI:10.1371/journal.pone.0155845 June 20, 2016
14 / 21
Experts ' Flavor Naming","file.pdf~Do experts have an advantage in naming basic smells and tastes?~35"
"file.pdf","Do experts have an advantage in naming basic smells and tastes?",36,"Do experts have an advantage in naming basic smells and tastes?
Strategy: The groups differed in the linguistic strategy used to describe tastes, χ 2 (4, N = 1496) = 16.91, p = .002, Cramer ' s V = .08. Coffee experts used significantly fewer evaluative terms z = -2.6, p = .005 than the wine experts or the novices. No other word type frequencies were statistically different from the expected model.
Agreement: There was no difference between groups in agreement in first responses, F (2, 23) = 1.49, p = .249, η ² = .12. However, there was an effect of group when considering all descriptions F (2, 23) = 16.46, p < .001, η ² = .61. Coffee experts agreed with one another more in how to describe basic tastes ( M = 0.23, SD = 0.06) than wine experts ( M = 0.14, SD = 0.04), p = .001, d = 1.77, and novices ( M = 0.12, SD = 0.02), p < .001, d = 2.46, while novices and wine experts did not differ from each other, p = .107.
Accuracy: There was no difference between the groups in the percentage of correctly identified tastes in full descriptions F1 (2, 62) = .54, p = .584, η ² = .02, F2 (2, 14) = 3.01, p= .082, η ² = .30 (see Fig 5).
Summary. Overall, when describing everyday smells and basic tastes, wine experts appeared to talk the most, and coffee experts the least. Novices tended to give more evaluative responses for both smells and tastes than experts. Agreement and accuracy did not differ between groups, apart from a slight advantage for naming basic tastes by coffee experts, when all responses were considered. This may have to do with the fact that coffee experts ' are trained to seek a coffee that is the perfect balance of bitter, sour, and sweet.","file.pdf~Do experts have an advantage in naming basic smells and tastes?~36"
"file.pdf","Discussion",37,"Discussion
The smell and flavor of wine and coffee seems to be described differently by wine and coffee experts in comparison to novices. Wine experts agreed more on the smell and flavor of wine, and this coincided with the use of more specific source-based terms compared to novices. Coffee experts used a similar strategy for the smell and flavor of coffee, and their descriptions were more succinct than those of novices. But this did not lead to higher agreement between the speakers for the smell and flavor of coffee. The results did not show a general influence of expertise on flavor naming. Differences in talk between wine and coffee experts, where apparent, only appear in their own domains of expertise. So, wine and coffee training only appears to play a limited role in how people talk about smells and flavors.","file.pdf~Discussion~37"
"file.pdf","Wine speak",38,"Wine speak
It was unclear from the prior studies whether wine experts really were better at describing the smells and flavors of wines than non-experts. Previous studies differed in the stimuli used to test the verbal abilities of wine experts, and in the criteria used to measure those descriptions. Some studies used simple odors [40,46], while other studies used wines [35,39,44]. Some studies examined the types of terms experts use [34,35,37,39], while others took more quantitative measures, such as agreement between speakers [46]. The present study combined these qualitative and quantitative approaches, to get a better understanding of what happens when flavor experts communicate about smells and flavors. We found wine experts talked more, and used more specific source-based terms to describe the smell and taste of wine, which converges with some previous findings [33 -35]. In addition, and contrary to other findings (cf. [46]), wine experts reached higher agreement than novices when describing wines.
In contrast to previous studies [28 -31], we found wine experts used very few metaphors. This could be because of the specific task we used. Tasting notes on websites and in magazines written by wine experts serve an entertainment, or literary function in addition to giving information about wine. Examination of these materials tends to show an enhanced reliance on metaphor. In this experiment, participants were asked to give descriptions as precisely as
PLOSONE|DOI:10.1371/journal.pone.0155845 June 20, 2016
15 / 21
Experts ' Flavor Naming
possible, which did not encourage (nor discourage, particularly) metaphorical constructions. This context is comparable to how wine experts communicate during ' tastings ' , or when they sell wines to consumers face-to-face. In this context, experts seem to rely on more concrete vocabulary.","file.pdf~Wine speak~38"
"file.pdf","Wine speak",39,"Wine speak
One notable aspect in this study was the different linguistic behavior of wine and coffee experts. This difference between groups of experts is surprising given that a previous study [40] revealed no apparent differences in smell descriptions between flavor experts. In the present study, wine experts were verbose and agreed on the descriptions for wine; the coffee experts were overall more succinct. These differences in descriptions in the present study are unlikely to be caused by intrinsic properties of the stimuli, as the wines and coffees were sorted in comparable ways by novice participants in a control study. Both groups were also comparable in amount of expertise. Wine and coffee experts were both professionals, earning their living with their knowledge. These criteria were independently confirmed by the expertise questionnaires. Moreover, the odor awareness questionnaire showed both expert groups were equally aware of odors in daily life (and more so than the novices). So the differences between expert groups are unlikely to be due to these factors.
Instead we suggest wine experts differ from coffee experts because of the different language games surrounding these two industries. While ' wine talk ' is an attested genre, there is little comparable ' coffee talk ' (i.e., about coffee, rather than over coffee). As we suggested in the introduction, wine experts have more opportunities to read, listen, and talk about the smells and flavors of wines (e.g., in magazines, menus, tastings, etc.), than coffee experts do for coffees. This means the two expert groups are doing different things when communicating about smells and flavors in their daily life. As Silverstein [65] suggests, wine experts are arguably indexing how much they know about the wines, as much as they are describing the properties of the wine itself.","file.pdf~Wine speak~39"
"file.pdf","Codability",40,"Codability
Wehad asked whether smells and flavors were linguistically expressed more easily by experts than novices. Linguistic expressibility is a complex notion that can be operationalized in various ways (cf. [13]). We focused on length of description, types of responses, agreement between speakers and accuracy, following the classic work of Brown and Lenneberg [21,51]. They [51] asked English speakers to name colors and found exactly those colors with concise descriptions also had short reaction times, and within- and across-speaker agreement. They then derived a single composite measure of linguistic ' codability ' , combining these measures, and found color chips with high codability were also remembered better. This suggests differential linguistic coding can have wider impact on memory and perception, a proposal that has recently found further support in the domain of color, for example [66 -69].
Our results did not show the same alignment of length and agreement found in these earlier studies. Wine experts had higher agreement yet gave longer descriptions, while coffee experts gave short descriptions but did not agree. So, perhaps this way of examining the linguistic behavior of experts needs to be reconsidered. It seems as if length is not a diagnostic measure in this study, since longer talk appears to index the speaker ' s orientation, rather than indicate how difficult the entity was to describe. More importantly, earlier studies (which have found length to coincide with agreement) have asked speakers to name stimuli, rather than describe them. In sum this suggests agreement is likely the more informative measure in our study. On this measure we find a small advantage for experts when describing stimuli from their own domain of expertise.
PLOSONE|DOI:10.1371/journal.pone.0155845 June 20, 2016
16 / 21
Experts ' Flavor Naming","file.pdf~Codability~40"
"file.pdf","Codability",41,"Codability
Across the board, people tended to use source-based descriptions (e.g., berry , vanilla) , but both expert groups tended to use more such descriptions in their domain of expertise. It appears that expert descriptions may be more informative. Compare a coffee expert ' s descriptions for coffee number five -e.g., ' a fruity, acidic coffee with a fermented aroma and hints of caramel, honey and citrus '-with a novice ' s -e.g., ' a sour and unpleasant coffee with some hints of berry ' , for example. In order to verify this, future studies could also examine whether people find it easier to understand expert descriptions than novices ' , by conducting a directormatcher task, where people have to match wines and coffees to descriptions (cf. [38]). Some previous work, indeed, suggests descriptions from experts are better matched to the original stimulus than those produced by novices [35, 44, 70]. Our current results indicate there may be differences depending on the expert and the domain. It would be interesting to examine whether wine and especially coffee expert descriptions are equally informative when given to other experts or novices.
Finally, prior research in other domains (e.g., color) shows a tight link between linguistic coding and memory, which raises the question whether expert memory might also be linguistically mediated. Some studies have found wine experts ' recognition memory to be superior to that of novices ' [37,39,46,71], although a link between experts ' language use and recognition memory has not been reliably demonstrated. This is a matter for future research.","file.pdf~Codability~41"
"file.pdf","Culture and sub-culture",42,"Culture and sub-culture
For wine and coffee experts, smells and flavors play an important role in their daily routine, and experts can be seen as part of a sub-culture, with specific practices revolving around smell and flavor [25]. One explanation for the finding wine experts are better at describing the smells and flavors of wine is that wine experts often engage in talk about wine (cf. [26]), which trains them use language in a specific way. This suggests that to become better at describing smells and flavors, not only is it important to have abundant perceptual experience (cf. [52, 72]), but also to train verbalizing these experiences.
Yet another possibility to explain the differences between wine and coffee experts lies in the way these experts appreciate wine and coffee, respectively. During a normal wine tasting or judgment session, wine experts first note the color, before the wine is smelled (cf. [25]). Smelling is sometimes composed of two parts, where the wine is first smelled when it rests still in the glass, and second when the glass is swirled to release additional aromas. Flavor appreciation comes after this, where among other things, experts pay attention to how sweet or dry a wine is, what mouthfeel it produces, and how long the aftertaste lingers.","file.pdf~Culture and sub-culture~42"
"file.pdf","Culture and sub-culture",43,"Culture and sub-culture
Coffee experts approach coffee judgments during cupping in a slightly different manner. As with the wine experts, coffee experts first note the color of the ground coffee. But for the coffee experts, the smelling component of cupping is divided into three parts: first the dry, freshly ground coffee is smelled (the so-called ' fragrance of the coffee ' ). Water is then poured on the coffee. The ' crust ' that has formed on top of the coffee is then ' broken ' by stirring it gently with a spoon. The aroma of the coffee is smelled at this stage too. Finally, after the coffee has steeped for a while, the aroma of the coffee is judged a final time. The three orthonasal parts are combined in a single aroma quality judgment. The coffee is then tasted from a spoon, to get as much air as possible with the coffee sample in the mouth. During this stage, coffee experts, similar to wine experts, pay attention to how sweet the coffee is, what (retronasal) flavors are in the sample, etc. [54]. In the present study, to make the tasks and subsequent data more comparable across the two domains, participants were only able to smell the coffee when it had already steeped for some time. It could be the case that coffee experts would achieve higher agreement were they to smell and describe during these other phases. Future studies specifically
PLOSONE|DOI:10.1371/journal.pone.0155845 June 20, 2016
17 / 21
Experts ' Flavor Naming
investigating coffee expertise are required in order to test coffee experts ' abilities to describe the various aspects of orthonasal coffee olfaction.
Overall, however, the main expert advantage we found was when wine experts described stimuli from their own domain of expertise. In contrast, the Jahai are better in describing smells regardless the domain or category the smell comes from [21]. An indirect comparison of the present study to the study by Majid and Burenhult [21] appears to indicate Jahai speakers have higher codability for smells they have never encountered before than wine experts have for smells from sources encountered every day. Even after many years of experience, experts do not appear to show the linguistic prowess for smells the Jahai have. Why might this be so?","file.pdf~Culture and sub-culture~43"
"file.pdf","Culture and sub-culture",44,"Culture and sub-culture
There are at least two possible explanations. First, there may be some genetic difference between Jahai speakers and Western speakers that enables the Jahai to talk about smells with relative ease. There are wide-spread differences between populations in olfactory genes [73,74], and different sensitivity for specific odorants [75]. In addition, populations differ in olfactory discrimination [76 -78].
Asecond possibility has to do with the age of acquisition of smell and flavor vocabularies. Children with different cultural backgrounds are socialized in different ways with regard to the senses, and in some communities children are taught smell is an important part of the world (cf. [79]). In particular, Jahai speakers learn smell vocabulary as children as part of normal language acquisition, unlike wine and coffee experts. Training for experts does not begin until they are adults, long past any critical period for language acquisition. It could be the wine and coffee experts simply cannot overcome this maturational limitation.","file.pdf~Culture and sub-culture~44"
"file.pdf","Conclusion",45,"Conclusion
In sum, it appears sensory experience and cultural preoccupation alone is not enough to overcome the boundaries of language. Wine and coffee experts have only a small advantage over novices when describing smells and flavors, limited to their domain of expertise. We suggest more emphasis needs to be given to the verbal practices around smells and flavors, in addition to aspects surrounding expert perceptual training. After all, in order to decide what wine or coffee to buy, or to choose a food and drink pairing, or simply to convey our aesthetic appreciation, we use language. Our perceptual experiences are shared through our common tongue.
To conclude, perceptual experience alone is not enough to overcome the boundaries of language; verbal training is also essential in order to effectively communicate about smells and flavors.","file.pdf~Conclusion~45"
"file.pdf","Acknowledgments",46,"Acknowledgments
This work was funded by The Netherlands Organization for Scientific Research: NWO VICI grant ' Human olfaction at the intersection of language, culture and biology ' . Special thanks go to Michiel Buijs, Rose van Asten, Liesbeth Sleijster, Josje de Valk and Nina Krijnen for help with the study.","file.pdf~Acknowledgments~46"
"file.pdf","Author Contributions",47,"Author Contributions
Conceived and designed the experiments: IC AM. Performed the experiments: IC. Analyzed the data: IC AM. Contributed reagents/materials/analysis tools: IC. Wrote the paper: IC AM.","file.pdf~Author Contributions~47"
"s13428-019-01316-z.pdf","78X",1,"1291
https://doi.org/10.3758/s13428-019-01316-z Behavior Research Methods (2020) 52:1271 -","s13428-019-01316-z.pdf~78X~1"
"s13428-019-01316-z.pdf","The Lancaster Sensorimotor Norms: multidimensional measures of perceptual and action strength for 40,000 English words",2,"The Lancaster Sensorimotor Norms: multidimensional measures of perceptual and action strength for 40,000 English words
Dermot Lynott 1 & Louise Connell 1 & Marc Brysbaert 2 & James Brand 1,3 & James Carney 1,4
# The Author(s) 2019
Published online: 12 December 2019","s13428-019-01316-z.pdf~The Lancaster Sensorimotor Norms: multidimensional measures of perceptual and action strength for 40,000 English words~2"
"s13428-019-01316-z.pdf","Abstract",3,"Abstract
Sensorimotor information plays a fundamental role in cognition. However, the existing materials that measure the sensorimotor basis of word meanings and concepts have been restricted in terms of their sample size and breadth of sensorimotor experience. Here we present norms of sensorimotor strength for 39,707 concepts across six perceptual modalities (touch, hearing, smell, taste, vision, and interoception) and five action effectors (mouth/throat, hand/arm, foot/leg, head excluding mouth/throat, and torso), gathered from a total of 3,500 individual participants using Amazon ' s Mechanical Turk platform. The Lancaster Sensorimotor Norms are unique and innovative in a number of respects: They represent the largest-ever set of semantic norms for English, at 40,000 words × 11 dimensions (plus several informative cross-dimensional variables), they extend perceptual strength norming to the new modality of interoception, and they include the first norming of action strength across separate bodily effectors. In the first study, we describe the data collection procedures, provide summary descriptives of the dataset, and interpret the relations observed between sensorimotor dimensions. We then report two further studies, in which we (1) extracted an optimal singlevariable composite of the 11-dimension sensorimotor profile (Minkowski 3 strength) and (2) demonstrated the utility of both perceptual and action strength in facilitating lexical decision times and accuracy in two separate datasets. These norms provide a valuable resource to researchers in diverse areas, including psycholinguistics, grounded cognition, cognitive semantics, knowledge representation, machine learning, and big-data approaches to the analysis of language and conceptual representations. The data are accessible via the Open Science Framework (http://osf.io/7emr6/) and an interactive web application (https://www. lancaster.ac.uk/psychology/lsnorms/).
My whole body remembered it, the familiar scrape of stone against my palm, the brace of my thigh muscle as I pushed myself upwards, into the whirl of green and exploding light. -Tana French 2007, In the Woods , p. 589
* Dermot Lynott d.lynott@lancaster.ac.uk
* Louise Connell l.connell@lancaster.ac.uk","s13428-019-01316-z.pdf~Abstract~3"
"s13428-019-01316-z.pdf","Abstract",4,"Abstract
1 Department of Psychology, Lancaster University, Lancaster, UK
2 Department of Experimental Psychology, Ghent University, Ghent, Belgium
3 New Zealand Institute of Language Brain and Behaviour, University of Canterbury, Canterbury, New Zealand
4 Department of Arts and Humanities, Brunel University London, London, UK
Sensorimotor information is central to how we experience and navigate the world. We acquire information through our senses, while our bodies provide feedback, as we physically interact with objects, people, and the wider environment. Many theoretical views of cognition describe a fundamental role for such sensorimotor knowledge in conceptual thought (e.g., Barsalou, 1999; Connell, 2019; Connell & Lynott, 2014b; Smith & Gasser, 2005; Vigliocco, Meteyard, Andrews, & Kousta, 2009; Wilson, 2002), with numerous empirical demonstrations supporting such claims (e.g., Connell, Lynott, & Dreyer, 2012; Kaschak, Zwaan, Aveyard, & Yaxley, 2006; Matlock, 2004; Zwaan & Taylor, 2006).
To test such embodied (or grounded) theories of cognition, researchers need appropriate stimuli for empirical tests and for developing mathematical or computational models. Lynott and Connell (2009, 2013) developed a set of modalityspecific sensory norms for concepts for which each sensory modality (e.g., auditory, gustatory, haptic, olfactory, or visual) maps onto distinct cortical regions (e.g., gustatory cortex,
1272","s13428-019-01316-z.pdf~Abstract~4"
"s13428-019-01316-z.pdf","Abstract",5,"Abstract
auditory cortex, etc.). By having individuals provide ratings for each modality separately, the norms capture the extent to which something is experienced across different sensory modalities, without risk of ignoring or distorting the role of particular modalities (Connell & Lynott, 2012a, 2016a). Subsequent empirical studies have shown that such modality-specific measures are good predictors of people ' s performance across a range of cognitive tasks (e.g., lexical decision, word naming, and property verification), and often outperform long-established measures such as concreteness and imageability (e.g., Connell & Lynott, 2012a, 2014a). For example, in examining performance on lexical decision and word-naming (reading-aloud) tasks, Connell and Lynott (2012a) found that modality-specific experience (specifically, the extent of perceptual experience in the strongest modality for a given concept, its ' maximum perceptual strength ' ) was a more reliable predictor of performance than both concreteness and imageability. Closer analysis showed that concreteness ratings appeared to capture separate decision criteria, and some modality-specific information was either ignored or skewed by raters. Moreover, imageability ratings were heavily biased toward the visual modality at the expense of other modalities. Connell and Lynott (2016a) also found that when people are asked to rate sensory experience generally (as opposed to focusing on one modality at a time), it can lead to extensive loss of information (e.g., modality-specific auditory, gustatory, and haptic information was neglected by people, whereas information from olfactory and visual dimensions was distorted). Critically, this information loss was reflected in weaker semantic facilitation in word recognition, a phenomenon that results from automatic and implicit access to the grounded representation of a word ' s meaning: maximum perceptual strength derived from modality-specific measures outperformed overall sensory experience ratings (Juhasz & Yap, 2013) in predicting latency and accuracy of lexical decision judgments. These findings highlight the importance of individually rating separate perceptual modalities when norming the sensory basis of words and concepts.","s13428-019-01316-z.pdf~Abstract~5"
"s13428-019-01316-z.pdf","Abstract",6,"Abstract
An added advantage of using modality-specific measures of sensory experience is that they allow researchers to tap into effects that relate to particular modalities and not others. Connell and Lynott (2010) showed how a processing disadvantage for tactile stimuli observed during perceptual processing was also observed when processing modality-specific words. That is, in perception, people are poorer at detecting tactile stimuli relative to auditory and visual stimuli (Spence, Nicholls, & Driver, 2001). Using a signal detection paradigm, Connell and Lynott (2010) found that people were similarly poorer at detecting tactile-related words (e.g., sticky ) relative to other modalities. Connell and Lynott (2014a) also derived contrasting modality-specific predictions relating to lexical decision and reading aloud for individual words. Because lexical decision is a primarily visual task, it necessarily focuses
Behav Res (2020) 52:1271 -1291
attention on the visual system, and preallocation of attention to vision facilitates processing of semantic information related to the visual modality (e.g., Connell et al., 2012; Foxe, Simpson, Ahlfors, & Saron, 2005). Thus, for lexical decisions, Connell and Lynott (2012b, 2014a) found that strength of perceptual experience in the visual modality (but not the auditory modality) was a reliable predictor of performance in that task. By contrast, reading aloud also requires attention on the auditory modality, as participants must plan and monitor their speech output to ensure correctly articulated responses. Consistent with this idea, strength of auditory experience and strength of visual experience were both reliable predictors for performance for the reading aloud task. Such phenomena could not have been detected using extant measures (e.g., concreteness or imageability ratings) because they do not offer sufficient granularity in terms of perceptual experience. Thus, modalityspecific measures of sensory experience provide the capacity to generate and test novel predictions related to modalityspecific processing and representations.","s13428-019-01316-z.pdf~Abstract~6"
"s13428-019-01316-z.pdf","Abstract",7,"Abstract
The above work on perceptual strength concentrated on five common modalities of sensory experience: touch, hearing, smell, taste, and vision. More recently, however, Connell, Lynott, and Banks (2018) showed that interoception (i.e., sensations inside the body) also plays an important role in semantic representations, and could be a primary grounding mechanism for abstract concepts. As compared to more concrete concepts like banjo or rainy , strength of interoceptive experience was higher for abstract concepts like hungry and serenity , and was particularly important for emotion concepts such as fear and happiness . Moreover, including interoceptive strength in a measure of maximum perceptual strength enhanced semantic facilitation in lexical decision performance (as compared to the original set of five modalities). Overall, modality-specific measures of interoceptive experience seem to be just as important as measures from other perceptual modalities in capturing the sensory basis of semantic knowledge.
Since the original appearance of modality-specific norms of perceptual strength, interest in their broad utility has led other research groups to extend them in a variety of directions. Perceptual strength norms (also termed modality exclusivity norms, after the original Lynott & Connell, 2009, work) now exist in several different languages, including Russian (Miklashevsky, 2018), Serbian (Filipovi ć Đ ur đ evi ć , Popovi ć Stija č i ć , & Karapand ž i ć , 2016), Dutch (Speed & Majid, 2017), and Mandarin (Chen, Zhao, Long, Lu, & Huang, 2019), and have been developed for concept -property pairs as well as individual words (van Dantzig, Cowell, Zeelenberg, & Pecher, 2011). The original English-language norms have also been applied in novel ways, such as examining stylistic differences of authors (Kernot, Bossomaier, & Bradbury, 2019), studying perceptual metaphors (e.g., rough sound , smooth melody ; Winter, 2019), testing models of lexical
Behav Res (2020) 52:1271 -1291
1273","s13428-019-01316-z.pdf~Abstract~7"
"s13428-019-01316-z.pdf","Abstract",8,"Abstract
representations (Johns & Jones, 2012), evaluating the iconicity of words in written (Winter, Perlman, Perry, & Lupyan, 2017), and signed languages (Perlman, Little, Thompson, & Thompson, 2018), and discovering links between sensory and emotional experience (Winter, 2016).
Nonetheless, a notable gap in the work discussed above is that it focuses solely on sensory experience, and has not included parallel measures of action or effector-specific experience. However, there is good evidence for the relevance of action experience to people ' s semantic representations of concepts (e.g., Glenberg & Gallese, 2012; Hauk, Johnsrude, & Pulvermüller, 2004). For instance, manual action verbs such as throw activate some of the same motor circuits as moving the hand (Hauk et al., 2004), and their processing is selectively impaired in patients with Parkinson ' s disease, which entails neurodegeneration of the motor system (Boulenger, Hauk, & Pulvermüller, 2008; Fernandino et al., 2013). Critically, the motor basis to semantic knowledge is specific to the bodily effector used to carry out a particular action. Applying transcranial magnetic stimulation (TMS) to hand and leg areas of the motor cortex differentially influences processing of hand and leg action words: Hand area TMS facilitates lexical decision of hand action words, such as pick , relative to leg action words, such as kick , whereas this effect is reversed with leg area TMS (Pulvermüller, Hauk, Nikulin, & Ilmoniemi, 2005; see also Klepp et al., 2017). Such double dissociations in motor-language facilitation underscore the importance of individually examining separate action effectors when norming the motor basis of words and concepts.","s13428-019-01316-z.pdf~Abstract~8"
"s13428-019-01316-z.pdf","Abstract",9,"Abstract
Some existing measures have attempted to capture action knowledge, but have alternatively used feature production tasks, as opposed to rating dimensions of action (i.e., in which people verbally list the features associated with concepts: McRae, Cree, Seidenberg, & McNorgan, 2005; Vinson & Vigliocco, 2008), focused on generalized action (e.g., body -object interaction: Tillotson, Siakaluk, & Pexman, 2008; relative embodiment: Sidhu, Kwan, Pexman, & Siakaluk, 2014; see Connell & Lynott, 2016b, for review), or focused on a restricted subset of action types (e.g., graspability: Amsel, Urbach, & Kutas, 2012; actions associated with lower limb, upper limb, or head: Binder et al., 2016) that omits other parts of the body involved in action. For example, the action of pushing can also involve the torso (Moody & Gennari, 2010), and mouth actions are cortically distinct from other actions of the face (Meier, Aflalo, Kastner, & Graziano, 2008). To our knowledge, therefore, no large-scale set of norms taps into a comprehensive range of effector-specific action experience. In the present work, we address this gap by collecting effector-specific action strength norms for a large number of concepts.
Overall, there is good evidence for the internal reliability, face validity, and predictive value of existing modalityspecific measures of experience, but studies to date have been","s13428-019-01316-z.pdf~Abstract~9"
"s13428-019-01316-z.pdf","Abstract",10,"Abstract
hampered by their relatively small scale (typically a few hundred items). Because megastudies with tens of thousands of words are increasingly used across the cognitive sciences to enable greater statistical power, reduce experimenter bias in item selection, and increase study reliability (e.g., Balota, Yap, Hutchison, & Cortese, 2012; Brysbaert, Mandera, & Keuleers, 2018; Kuperman, Estes, Brysbaert, & Warriner, 2014), it has become essential to provide suitably large sets of norms. In the present study, we present sensorimotor norms across 11 dimensions for approximately 40,000 concepts, comprising six modality-specific dimensions of perceptual strength (auditory, gustatory, haptic, olfactory, visual, interoceptive) and five effector-specific dimensions of action strength (head, arm/hand, mouth, leg/foot, torso). Because the modality-specific measures of perceptual strength map to specific, separable regions of the somatosensory and insular cortex (e.g., Craig, 2003; Goldberg, Perfetti, & Schneider, 2006), so too do the effector-specific measures of action strength map to specific, separable regions of the motor cortex (e.g., Aflalo & Graziano, 2006).","s13428-019-01316-z.pdf~Abstract~10"
"s13428-019-01316-z.pdf","Abstract",11,"Abstract
To the best of our knowledge, these norms represent the largest ever set of semantic norms for English, and bring the following benefits. First, incorporating almost 40,000 words, they provide far greater lexical coverage than has been possible with previous norms, encompassing the majority of words known to an average adult speaker of English (i.e., approximating a full-size adult conceptual system; Brysbaert, Warriner, & Kuperman, 2014). Second, they extend existing norms to new sensory modalities (i.e., interoception), which have been found to be especially important for how people represent emotion-related concepts (Connell et al., 2018). Third, the norms go beyond perceptual strength to include action strength with a range of effectors that spans the full body, allowing researchers to consider a far greater range of object-related experiences, and to test effector-specific theoretical predictions. Fourth, with approximately 40,000 words × 11 dimensions (plus cross-dimensional variables), the scale of the norms also provides the statistical power for a wide range of applications, including examining complex relations between variables that provide sensorimotor grounding for concepts; identifying subtle, but potentially important, semantic effects and interactions in language processing; and using the norms in machine learning techniques such as document categorization.","s13428-019-01316-z.pdf~Abstract~11"
"s13428-019-01316-z.pdf","Method",12,"Method
From the main Open Science Foundation (OSF) project page for this project (https://osf.io/7emr6/), readers can access all materials and data; scripts for experiments and data analysis;
1274
and full results of analysis. Researchers can also access itemlevel norms via a web interface, located at https://www. lancaster.ac.uk/psychology/lsnorms/. In addition to the aggregated data, we also separately include full trial-level data from participants, also downloadable from the project ' s OSF page.
Materials Our original item set was a total of 39,954 English lemmas, comprising 37,058 single-word items (e.g., bus ) and 2,896 lexicalized two-word items (e.g., bus stop ). All items were taken from Brysbaert, Warriner, and Kuperman ' s (2014) work on concreteness ratings, which represented all lemmas known by at least 85% of native speakers of English, and used American English spellings. 1 The dataset contains words from major syntactic categories (e.g., nouns, verbs, prepositions, pronouns, adjectives, adverbs, etc.) and a wide range of concepts (e.g., foods, animals, emotions, sports, taboo words, professions, colors, etc.) We divided the total item set into 821 lists of 48 test items plus a constant set of five calibrator and five control words that appeared in all lists (see below). Thus, each list rated by participants consisted of 58 items. Following initial testing, 20 additional lists were created that had a different number of items (up to a maximum of 64 items) to include words that received only a low number of valid ratings when first tested, and some words that were missing from the original master list of words. All lists were created using the same criteria described below.","s13428-019-01316-z.pdf~Method~12"
